title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Resident Evil 6,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,2-Oct-12,"['PC', 'PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",Up to 4,The Best Resident Evil  I Have Played  leon campaign is the best for me. Chris  campaign is The Same Resident Evil 5.  Jake   Campaign  is Magnifico Plenty Of that I liked this game.!,74,Mixed or average reviews,21,12,1,5.7,Mixed or average reviews,662,312,553
Resident Evil 6 Anthology,PlayStation 3,['Capcom'],Capcom,"['Miscellaneous', 'Compilation']",M,2-Oct-12,,Up to 4,,0,No score yet,0,0,0,7.9,Generally favorable reviews,5,1,1
Resident Evil 6: Additional Stage - High Seas Fortress,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,30-Oct-12,['Xbox 360'],,"This will add the High Seas Fortress stage to The Mercenaries in Resident Evil 6. A large stage that goes from the deck of the aircraft carrier to the internal hangar. Sharp shooting skills will be necessary in the wide open spaces, while physical combat skills will become important in confined spaces.",0,No score yet,0,0,0,8,Generally favorable reviews,5,1,1
Resident Evil 6: Additional Stage - Rail Yard,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,30-Oct-12,['Xbox 360'],,"This will add the Rail Yard stage to The Mercenaries in Resident Evil 6. You'll need to stay on your toes as enemies attack from all directions - from maintenance tunnels, the home platform, even from within trains - in this multi-leveled stage. Purchase or use of this item is subject to the PlayStationNetwork Terms of Service and User Agreement and this item's use restrictions. This item has been sublicensed to you by Sony Computer Entertainment America. One-time license fee for downloads to up to 2 console systems that are associated with the purchasing account.",0,No score yet,0,0,0,7.9,Generally favorable reviews,5,1,1
Resident Evil 6: Additional Stage - The Catacombs,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,30-Oct-12,['Xbox 360'],,,0,No score yet,0,0,0,7.9,Generally favorable reviews,5,1,1
Resident Evil 6: Map Pack Bundle,PlayStation 3,['Capcom'],Capcom,"['Miscellaneous', 'Action Adventure', 'Compilation', 'Horror', 'Survival']",M,5-Mar-13,['Xbox 360'],,"First review? Okay then...Picked this up for $5 off of psn. Honestly I wasn't very impressed by the new maps. If you thought the original 3 had little variation you are going to be very unhappy with this purchase. It is just more of the same. Yes there are new enemies....but the hidden bosses are the same old 3....and the mechanics of the fighting and maps are the exact same as the others. With the exception of the giant on requiem of war (and chainsaw guy, both who can 1 hit kill you) the gameplay hasn't changed at all...you use the same techniques you did on the enemies in the first 3 maps. You will notice that there are actually less people playing these maps than the original 3...which is to be expected. The community for mercs 6 isn't exactly dead, but don't expect to find a larger community playing these 'extra' maps. It leads to frustrating wait times for pug groups unless you play at the peak hours. Go on youtube check out the videos of people playing these maps and killing these enemies....for J'avo you use the same coup de grace attacks, for zombies...countering. It's everything that was on the first 3 maps stretched super thin.....for 5$. Even if you are a hardcore mercenaries player you don't need to buy this. This was a missed opportunity for capcom. At the end of the day this is something that should of been made free to begin with. I can't give this more than a 5/10. Sorry Capcom. Potential buyers, do proper research and know what you are buying ahead of time and you will end up what you payed for. This 5/10 is a subjective rating, others will think it deserves more, others less. I can't in all good faith give this a 6 or 7 out of 10...it was a wasted opportunity, and it's not something anyone 'needs' to buy to be even a hardcore mercenaries player. The map I've had the most fun with and seems relatively popular is rooftop mission. It is a very small map, so you will be fighting next to your partner most of the time if you play duo, making for some fun gameplay components. The only new enemy on this map are the 'severely weakened' chainsaw guys....even though there is only 1 'new' enemy, you aren't missing much from the other maps.",0,No score yet,0,0,0,7.9,Generally favorable reviews,5,1,1
Resident Evil 6: Onslaught Game Mode,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,19-Feb-13,['PC'],,"After dishing out another $15....3/4 of what I paid for the actual game. I downloaded the extra maps for $5, and then the siege pack with the 4 modes for $10. WASTE OF MONEY! I am a huge REsident Evil fan and actually thoroughly enjoyed doing everything possible in Re6.....but this content is total crap! Do not expect to be buying a mode that is the same quality as the mercenaries. Onslaught......IF you have a mic and someone to chat with THIS mode is maybe worth the purchase. This is basically the only mode that has any kind of depth to it. Below I talk about the other multiplayer modes..skip down a section for Onslaught.******The other 3 additional pay to play modes have the shortest time limits imaginable....matches will go anywhere from 1 minute-5 minutes of actual gameplay! Literally it's like playing agent mode for 30 seconds and then mercenaries for another 30 seconds and then the game is over....you will spend as much time getting the people together and starting the game as you actually do playing the content! They put restrictions after restriction on the modes and it....it just isn't fun! The time limits are so damn short on all the other modes.********Onslaught is like Mercenaries but with some different mechanics. A game will actually last a maximum of 10 minutes if you or your competitor don't die.....which one of you most likely will 3/4 of the way in. This is the only game mode that is worth buying. The other 3 multiplayer modes and map packs are total GARBAGE! Do NOT waste your money on it. All the maps you can play on are gutted in all 4 modes....so certain sections are totally missing and blocked off. With onslaught...this is okay....with the other games? No! not okay! Onslaught gets a 6/10. The other games modes.....total crap. If you are thinking of buying the other maps for Onslaught or the mercenaries.....consider requiem and rooftop....the rest have nothing new to offer.",0,No score yet,0,0,0,8.1,Generally favorable reviews,6,1,1
Resident Evil 6: Predator Game Mode,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,19-Feb-13,,,,0,No score yet,0,0,0,8,Generally favorable reviews,5,1,1
Resident Evil 6: Siege Game Mode,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,5-Mar-13,['Xbox 360'],,,0,No score yet,0,0,0,7.9,Generally favorable reviews,5,1,1
Resident Evil 6: Survivors Game Mode,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,19-Feb-13,,,,0,No score yet,0,0,0,tbd,No user score yet,3,0,0
Resident Evil Code: Veronica X HD,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,27-Sep-11,"['PlayStation 2', 'PlayStation 4', 'Xbox 360']",No Online Multiplayer,"Experience another terrifying chapter in the Resident Evil series with Resident Evil: Code Veronica X.  After narrowly surviving the horrific onslaught in Raccoon City, Claire Redfield now seeks clues in search of her missing brother, Chris.  Join Claire as she uncovers the insidious activities of the Umbrella Corporation.   Avoid or eliminate flesh-eating zombies and horrific beasts.  Use a variety weapons, items, and clues scattered around Raccoon City to help you survive the nightmare and make sure the virus doesn't spread any farther.",65,Mixed or average reviews,3,15,0,8.1,Generally favorable reviews,80,8,12
Resident Evil HD Remaster,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Survival']",M,20-Jan-15,"['PC', 'PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",No Online Multiplayer,The game that defined the survival-horror genre is back! Check out the remastered HD version of Resident Evil. In 1998 a special forces team is sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arriving they are attacked by a pack of blood-thirsty dogs and are forced to take cover in a nearby mansion. But the scent of death hangs heavy in the air. Supplies are scarce as they struggle to stay alive.,0,No score yet,0,0,0,8.5,Generally favorable reviews,106,5,16
Resident Evil: Chronicles HD Collection,PlayStation 3,['Capcom'],Capcom,"['Miscellaneous', 'Compilation', 'Compilation']",M,26-Jun-12,,No Online Multiplayer,"Revisiting past plots from the series and exposing Umbrella Corporation's actions, The Umbrella Chronicles features eight playable characters, including Rebecca Chambers, Chris Redfield and Jill Valentine.  As seen previously in the Nintendo Wii version the title also features a brand new chapter in Resident Evil history. The Darkside Chronicles plot takes players back to the story of Leon Kennedy and Claire Redfield trying to escape the nightmares of Raccoon City, whilst finally revealing the truth behind Leon and Krauser’s feud.",70,Mixed or average reviews,14,16,1,8.2,Generally favorable reviews,37,9,4
Resident Evil: Operation Raccoon City,PlayStation 3,['Capcom'],Slant Six,"['Shooter', 'Sci-Fi', 'Action', 'Action Adventure', 'Horror', 'Horror', 'Shooter', 'Third-Person', 'Arcade']",M,20-Mar-12,"['PC', 'Xbox 360']",Up to 8,"It is September 1998 and the action centres on the ill-fated Raccoon City and the horrific consequences of the deadly T-virus outbreak, developed at the Umbrella facility. With a cover up required, Umbrella orders an elite team into Raccoon City to destroy all evidence of the outbreak and eliminate any survivors. Meanwhile, the US Government has quarantined the city and dispatched its own team of elite soldiers to determine the source of the mysterious outbreak. You are an Umbrella Security Services soldier (U.S.S.), competing alone or in up to four player co-op in a battle against all the competing forces at play in Raccoon City. Expect the return of original Resident Evil enemies, iconic landmarks such as the Raccoon City Police Department and fan favourite characters, including Leon S. Kennedy, who, as a rookie police officer in Raccoon City, is on your hit list to eliminate. Three Corner Conflict: Bio-Organic Weapons (B.O.W) and zombies create an unpredictable third force and additional challenge on the battlefield, adding chaos to the shooter game play. Campaign Mode - both single player and up to 4 player co-op: You are part of the Umbrella Security Service. Protect the truth behind the T-Virus outbreak by any means necessary. Fight Online: Robust and fully featured online multiplayer modes. Define your Play Style: Gain new abilities and skills unique to your playable character as your experience level increases. International Team Development: a high quality, fully loaded, third person co-op / multiplayer shooter developed in collaboration between Capcom Japan development studios and an experienced Western multiplayer specialist studio. [Capcom]",52,Mixed or average reviews,1,18,17,5,Mixed or average reviews,84,76,129
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1,PlayStation 3,['Capcom'],Slant Six,"['Action', 'Action Adventure', 'Horror', 'Horror', 'Shooter', 'Third-Person', 'Arcade']",M,17-Apr-12,['Xbox 360'],,"3 tough new Spec Ops missions. Spec Ops continue to hunt for evidence that proves Umbrella's guilt in the outbreak. The missions take you across the city. First to City Hall and deadly USS sniper squads; then to Umbrella's secret underground facility and a brutal encounter with the Nemesis; finally through the city sewers and a desperate rescue mission and battle with G-Birkin.",0,No score yet,0,0,0,5.9,Mixed or average reviews,6,0,4
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2,PlayStation 3,['Capcom'],Slant Six,"['Action', 'Action Adventure', 'Horror', 'Shooter', 'Third-Person', 'Arcade']",M,15-May-12,['Xbox 360'],,"3 new missions. The culmination of the Spec Ops mission to find the truth behind the Raccoon City outbreak. The elite Spec Ops are closing in on Umbrella and the Umbrella Security Service squad, but new threats and challenges cause them to side track as they help other survivors including Claire Redfield and Sherry Birkin. As well as the ever present danger posed by the USS, zombies, Tyrants and Super Parasite Tyrants threaten to overwhelm you as Raccoon City decends into Hell. Missions locations include the secret Umbrella facility lab; the city hospital, the dead factory and finally a desperate fight for safe extraction from the city via rescue helicopter.",0,No score yet,0,0,0,7.4,Mixed or average reviews,6,0,2
Resident Evil: Operation Raccoon City - Echo Six Prologue Mission,PlayStation 3,['Capcom'],Slant Six,"['Action', 'Action Adventure', 'Horror', 'Horror', 'Shooter', 'Third-Person', 'Arcade']",M,10-Apr-12,['Xbox 360'],,"FREE additional campaign mission. Play as the elite US government Spec Ops. The government has been alerted to horrific events in Raccoon City and has dispatched the elite Echo Six Spec Ops squad to uncover the truth and protect whats left of the civilian population. Fight against Umbrellas deadly USS team, battle the Nemesis and encounter Jill for the first time in Raccoon City.",0,No score yet,0,0,0,6.2,Mixed or average reviews,6,1,4
Resident Evil: Revelations,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,21-May-13,"['3DS', 'PC', 'PlayStation 4', 'Switch', 'Wii U', 'Xbox 360', 'Xbox One']",2,"Fantastic Resident Evil game! This is how new-age Re games should look like! The only non-fixed camera RE that success in real scare! It balances just fine between action, tense, horror and surviving. I enjoyed much more than RE4 and RE5. I only played ps3 version which i adore! It is a MUST for all the survival horror fans!",74,Mixed or average reviews,18,12,0,7.5,Generally favorable reviews,189,64,39
Resident Evil: Revelations 2,PlayStation 3,['Capcom'],Capcom,"['Horror', 'Action Adventure', 'Survival']",M,17-Mar-15,"['PC', 'PlayStation 4', 'PlayStation Vita', 'Switch', 'Xbox 360', 'Xbox One']",2,"In Revelations 2, Raid Mode begins with choosing a character, and there are several characters to match all tastes. After that, you'll customize your weapons and skills to prepare for deployment. Raid Mode has been about collecting loot such as weapons, custom parts, and currency; in Revelations 2, you'll also find treasure chests thrown into the mix. Remember, however, your ultimate goal is to find and break the goal emblem at the end of each stage. Raid Mode allows for cooperative play -- including local two-player split-screen. Grab a friend and get ready to shoot your way through this additional mode.",0,No score yet,0,0,0,7.8,Generally favorable reviews,70,19,15
Resident Evil: Revelations 2 - Episode 1: Penal Colony,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,24-Feb-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,"Resident Evil Revelations 2 follows two interwoven stories of terror across 4 episodes of intense survival horror. Episode One: Penal Colony Kidnapped by a unknown group of assailants, Claire and Moira awake to find themselves trapped on an isolated island infested with horrifying creatures beyond imagination. Now they must desperately struggle to escape the horror. *Episode One includes Raid Mode for countless additional hours of gameplay.",0,No score yet,0,0,0,7.5,Generally favorable reviews,28,1,8
Resident Evil: Revelations 2 - Episode 2: Contemplation,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,3-Mar-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,"Resident Evil Revelations 2 - Episode 1 required; sold separately. Xbox Live free membership required. Xbox Live Gold membership required for multiplayer features. Episode Two: Contemplation Having escaped the detention facility, Claire and Moira join up with other Terra Save members, only to learn they are infected with a deadly virus. Can the group overcome desperation and fear to escape the island alive? Meanwhile, half a year later, Barry must rely on Natalia's memory to track down his missing daughter, and hope beyond hope that he is not too late.*Additional Raid Mode characters and stages included.*Episode One required to play.",0,No score yet,1,0,0,7.1,Mixed or average reviews,14,0,5
Resident Evil: Revelations 2 - Episode 3: Judgment,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,10-Mar-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,"Resident Evil Revelations 2 - Episode 1 required; sold separately. Xbox Live free membership required. Xbox Live Gold membership required for multiplayer features. Episode Three: Judgment Neil is caught in the Overseer's trap. Following a clue he left behind, Claire and Moira search for a way into the Overseer's tower. Meanwhile, Barry confronts a dangerous figure with a mysterious connection to Natalia's past. Lives and ulterior motives intertwine, never knowing what fate the island has in store.*Additional Raid Mode characters and stages included.*Episode One required to play.",0,No score yet,0,0,0,7.6,Generally favorable reviews,15,0,4
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,17-Mar-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,"Resident Evil Revelations 2 - Episode 1 required; sold separately. Xbox Live free membership required. Xbox Live Gold membership required for multiplayer features. Episode Four: Metamorphosis Claire and Moira make for the tower's top floor and a final confrontation with the Overseer. Will they survive and escape the island? Meanwhile, having learned of his daughter's fate, Barry prepares for the final confrontation, to keep Natalia from harm and have his revenge. Two timelines collide in this nail-biting final chapter.*Additional Raid Mode characters and stages included.*Episode One required to play.",0,No score yet,0,0,0,7.6,Generally favorable reviews,11,0,3
Resident Evil: Revelations 2 - Extra Episode 1: The Struggle,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,17-Mar-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,,0,No score yet,0,0,0,6.8,Mixed or average reviews,3,1,1
Resident Evil: Revelations 2 - Extra Episode 2: Little Miss,PlayStation 3,['Capcom'],Capcom,"['Action Adventure', 'Survival']",M,17-Mar-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,,0,No score yet,0,0,0,7.7,Generally favorable reviews,5,1,1
Resident Evil: The Darkside Chronicles,PlayStation 3,['Capcom'],Cavia Inc.,"['Action', 'Shooter', 'Shooter', 'Rail', 'Light Gun', 'Rail']",M,17-Jul-12,,2-Jan,"Resident Evil: The Darkside Chronicles's story is based on ""Resident Evil 2"" and includes the popular characters, Leon S Kenney and Claire Redfield. Its on-rails style gameplay and active camera creates a more immersive Chronicles survival experience. As in the last installment, this is a first-person game with extreme shooting gameplay and interactive pathways. Filling in many of the missing pieces of storyline that were not covered in the original Umbrella Chronicles, Resident Evil: The Darkside Chronicles gives hardcore fans the chance to re-live some of the most classic moments of the Resident Evil franchise, while allowing new players to take advantage of the intense action-horror experience only possible on the Wii. Gamers can choose to take on their enemies with the help of an A.I.-controlled character or enlist the help of a friend to fight via two-player co-op. Adding new dimension and strategy to the arcade-style gameplay in the Chronicles experience, the new Evade system will utilize the Wii Remote for a more intense experience when fighting enemies.",0,No score yet,0,1,0,7.6,Generally favorable reviews,31,8,6
Resident Evil: The Umbrella Chronicles,PlayStation 3,['Capcom'],Cavia Inc.,"['Action', 'Shooter', 'Shooter', 'Rail', 'Light Gun', 'Rail']",M,17-Jul-12,,2,"Umbrella Chronicles in its digital version of PS3 improves quite a lot the visual part, of course, it is not a remake, but still being a port it looks very good.The downside is that without having a PS Move to enjoy 100% this release the experience with Dual Shock 3 is something awful, you get accustomed, but is far from the original gameplay on Nintendo Wii.",0,No score yet,1,1,0,7,Mixed or average reviews,18,16,7
Resistance 2,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Modern', 'Sci-Fi', 'Arcade']",M,4-Nov-08,,Up to 60,"After a valiant struggle to stop the Chimera invasion in Europe, mankind must make its last stand on the shores of the United States. Resistance 2 places players in the heroic role of Sgt. Nathan Hale as he struggles against overwhelming odds to defend mankind from the unstoppable Chimera. While wrestling with this insidious war machine, Hale must also battle the virus raging inside of his own body that threatens to transform him into the very creatures he fights against. Powered by Insomniac Games' third-generation PS3 technology, Resistance 2 features a stand-alone eight-player, class-based online co-op campaign (up to 8 players) and 60-player online competitive multiplayer. An epic single-player campaign features a new weapons arsenal to combat giant boss encounters that increase the scale of the conflict to new heights. And players enjoy a new level of community support. [SCEA]",87,Generally favorable reviews,74,5,0,6.2,Mixed or average reviews,"1,131",181,690
Resistance 3,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Modern', 'Sci-Fi', 'Arcade']",M,6-Sep-11,,Up to 16,"Set in a brutal, alternate 1950s universe, America has been successfully conquered and destroyed by the deadly Chimeran race, forcing the last remaining human survivors to seek refuge in hiding. Players must take on the role of Joseph Capelli, the last surviving Sentinel from a clandestine military program, as he comes out of hiding to journey across a land of ruin in a heroic fight for survival against the merciless Chimera. In addition to an epic single-player campaign, Resistance 3 will offer two-player online or split-screen co-op through the single-player campaign, and a new, focused progression-based multiplayer experience.",83,Generally favorable reviews,79,12,0,7.8,Generally favorable reviews,473,124,61
Resistance 3: Brutality Pack,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Sci-Fi', 'Arcade']",M,6-Dec-11,,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Resistance 3: Survival Pack,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Sci-Fi', 'Arcade']",M,11-Oct-11,,,,0,No score yet,0,1,0,tbd,No user score yet,1,0,0
Resistance Collection,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'First-Person', 'Modern']",M,5-Dec-12,,,"The Resistance Collection will include all three of the critically acclaimed PS3 Resistance games from Insomniac Games - Resistance: Fall of Man, Resistance 2, and Resistance 3. You'll also get extra bonus DLC content for Resistance 2 and Resistance 3 so you can play with all of the best DLC from both games, including the Aftermath Pack and skin bundle from Resistance 2, and both the Brutality and Survival Packs from Resistance 3. For those of you who missed out on Nathan Hale and Joseph Capelli's battle against the Chimeran invasion, this is a great chance to get all three games for just $39.99 and enjoy the exotic weapons and frenetic multiplayer action the series is known for.",0,No score yet,0,0,0,8.6,Generally favorable reviews,12,2,1
Resistance Dual Pack,PlayStation 3,['SCEA'],Insomniac Games,"['Miscellaneous', 'Compilation', 'Compilation']",M,5-Jul-11,,Up to 60,"The Resistance Fall of Man series is the pinnacle of First-Person Shooter action to date on the PlayStation 3 and a perennial bestseller since its initial release in 2006. The Resistance Greatest Hits Dual Pack allows players new to the game world of Resistance to inexpensively experience the first two installments of the critically acclaimed franchise back-to-back, and also prepare players for the late 2011 release of the much anticipated Resistance 3. This unique dual pack also includes over $10 of bonus DLC including the exclusive Resistance 3 Capelli SRPA skin, the Aftermath multiplayer map pack and two additional Resistance 2 skin DLC releases.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Resistance: Fall of Man,PlayStation 3,['SCEA'],Insomniac Games,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Modern', 'Sci-Fi', 'Arcade']",M,14-Nov-06,,Up to 40,"In Resistance: Fall of Man, the U.S. and Britain band together in a last-ditch effort to save Europe and Asia from a horrific scourge. In mere decades, the Chimera - a species of unknown origin propagating a virus that converts other life forms into more Chimera - has overrun Russia and all of Europe. Humanity’s hope for survival is slim, and the tide of the battle rests on the shoulders of U.S. Army Ranger, Sgt. Nathan Hale. Resistance: Fall of Man draws players into a deep, frightening story that rewrites the 20th century and pits the United States and Britain against a horrific species of unknown origin. In addition to an epic single player campaign, the game features co-op, split screen multiplayer and highly customizable online gameplay. Greater processing power on PlayStation 3 and Blu-ray technology enables more immersive visual and sound effects in Resistance: Fall of Man, heightening the chaos of large-scale warfare. Insomniac Games has combined its passion for creating exotic weapons and vehicles with a proprietary physics system to create a unique human and alien arsenal. [SCEA]",86,Generally favorable reviews,64,6,0,8.1,Generally favorable reviews,617,161,78
Resogun,PlayStation 3,"['SCEE', 'SCEA']",XDEV,"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']",E10+,23-Dec-14,"['PlayStation 4', 'PlayStation Vita']",,"RESOGUN is an intense fast-paced shoot em' up developed exclusively for the PS4 system. Unleash a diverse array of devastating weapons including lasers, missiles, overdrive, and nova-bombs to blast hordes of enemies and rescue the last survivors from distant galactic colonies that are under ruthless attack from an evil alien invasion force.",0,No score yet,0,0,0,7.5,Generally favorable reviews,7,2,2
Resonance of Fate,PlayStation 3,['Sega'],Tri-Ace,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']",T,16-Mar-10,['Xbox 360'],No Online Multiplayer,"In Resonance of Fate, players control members of a private military contracting firm in a world where most of Earth has been rendered uninhabitable. The only remaining pockets of civilization surround the tower of Basel, an experimental air purifier with a mind of its own. The game carries a steampunk aesthetic, with the ordinary RPG trappings of swords and sorcery traded in for guns and acrobatic attacks.",72,Mixed or average reviews,22,18,2,8,Generally favorable reviews,124,17,19
Retro City Rampage,PlayStation 3,['Vblank Entertainment Inc.'],Vblank Entertainment Inc.,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",T,9-Oct-12,"['PC', 'PlayStation Vita', 'Xbox 360']",,"A parody of the open-world action genre, Retro City Rampage takes modern game mechanics and mashes them into an authentic 8-bit experience. It's one half fast paced arcade game, the other half a hilarious story mode! It's all the driving and shooting you'd expect and a whole lot more! With missions that twist pages straight from classic game experiences, you get to re-live and rewrite history in a way only a modern anti-hero could! When it comes to enemies, weapons are only the beginning! Put on your boots and jump on their heads! Toss 'em around to knock the rest down! Become truly unstoppable with awesome power-ups! Through its world, characters and missions, Retro City Rampage lampoons the entire 8-bit era from its games to the TV, movies and pop culture!",71,Mixed or average reviews,7,6,0,7,Mixed or average reviews,22,6,6
Retro City Rampage DX,PlayStation 3,['Vblank Entertainment Inc.'],Vblank Entertainment Inc.,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Third-Person', 'Modern']",T,11-Nov-14,"['3DS', 'iPhone/iPad', 'PC', 'PlayStation 4', 'PlayStation Vita', 'Switch', 'Xbox 360']",,"Rampage The Open-World! Run Missions, Steal Cars, Evade The Law Rampage the open-world, steal cars and run missions - all while jumping on civilians for coins and outrunning the law with power-ups! This send-up to '80s and '90s video games and pop-culture includes both a full Story Mode of open-world adventure as well as an Arcade Mode for quick pick-up-and-play action. If that's not enough, it also packs an interactive city full of shops, minigames, customizations, collectibles, special guest stars, and more. FEATURES -Huge Open-World to Explore-Over 60 Story Missions-Over 40 Arcade Challenges-Over 25 Weapons & Power-Ups-Over 50 Vehicles to Steal & Equip-Over 200 Character Customizations-Includes Prototype Version, ""ROM City Rampage"" Includes Guest Star Minigames: -Virtual Meat Boy-BIT.TRIP: Retro City-Epic Meal Time Includes Free-Roaming Mode. Play as Meat Boy, CommanderVideo, Steve from Minecraft and more!",0,No score yet,1,0,0,8,Generally favorable reviews,6,0,1
Retro/Grade,PlayStation 3,"['24 Carat Games', '24 Caret Games']","24 Carat Games, 24 Caret Games","['Action', 'Shooter', 'Rhythm', 'Shooter', 'Scrolling', 'Music', 'Scrolling']",E,21-Aug-12,['PC'],1 Player,"Rick Rocket has just saved the universe! Unfortunately, the massive destruction he left in his wake has caused a temporal anomaly that has reversed the flow of time. The player must assume control of Rick's spacecraft and fight through the epic space battle in reverse! Retro/Grade is an innovative game that fuses the white knuckle thrills and over the top visuals of a shooter with the broad appeal of a rhythm game. Players are forced to dodge enemy projectiles while positioning the ship to be in the correct place to fire their lasers when their shots come back to them.",78,Generally favorable reviews,23,8,0,7,Mixed or average reviews,11,3,4
Revenant Saga,PlayStation 3,['Kemco'],Kemco,"['Role-Playing', 'General', 'Japanese-Style']",E10+,9-May-17,"['iPhone/iPad', 'PC', 'PlayStation 4', 'PlayStation Vita', 'Switch', 'Wii U', 'Xbox One']",,"Experience stunning 3D battles and find the truth beyond revenge! After being turned into an immortal being known as a 'Revenant' and learning of the existence of a demon within him, Albert sets out on a journey to make the person who did this to him pay with their very life. However, as he runs into others along the way dealing with their own figurative demons, what is the answer he finds...?",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Revenge of the Wounded Dragons,PlayStation 3,['SCEA'],Wanako Studios,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up""]",T,10-Dec-09,,,"[Playstation Network]  In this dual-mission drama where you are the hero, your little sister was kidnapped by the local mafia Boss, while your grandfather has been killed by the same ruffian! But all these years, you were trained by the old man in the ancient art of Kung-Fu, your most lethal weapon. [SCEA]",63,Mixed or average reviews,1,7,1,tbd,No user score yet,0,1,1
Ricochet HD,PlayStation 3,"['Tik Games, LLC', 'TikGames']","Reflexive Entertainment, Tik Games, LLC","['Action', 'General', 'General', 'Arcade']",E,4-Jan-11,,No Online Multiplayer,"Ricochet HD is an intense action game combining equal parts skill and strategy. With the most comprehensive feature set of any game in this genre, Ricochet HD's dynamic and interactive brick busting levels reward strategic play while the arsenal of power-ups allows you to obliterate everything in your path. 150 dynamic multi-staged unlocking levels deliver hours of non-stop action.",0,No score yet,0,2,1,tbd,No user score yet,0,0,0
RIDE,PlayStation 3,['Bandai Namco Games'],Milestone S.r.l,"['Driving', 'Racing', 'Simulation', 'General', 'Automobile']",,6-Oct-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",Up to 8,"RIDE lets you choose from over 100 accessories to customise your bike and rider. Collect over 100 bike models from 14 different motorcycle manufacturers. Race in 15 different locations around the world and follow the World Tour, participating in the Motorbike Festivals. Win every race to become the best rider in the world!",0,No score yet,0,0,0,6.6,Mixed or average reviews,3,1,3
