title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Aegis Wing,Xbox 360,['Microsoft Game Studios'],Carbonated Games,"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']",E,"May 16, 2007",,4  Online,"[Xbox Live Arcade]  Aegis Wing is a side-scrolling space combat game reminiscent of classic eighties arcade hits. It features alien-busting action, slick graphics, an orchestral soundtrack, and devastating power-ups. Also included is a unique cooperative mode of play in which up to three additional players can ""attach"" to the leader's ship and become independent, 360-degree gun turrets. Get ready for an action-retro 2-D sci-fi side scrolling shooter, similar to ""Gradius"" or ""Defender."" Up to four players can compete on the same console or on Xbox Live. Attach to each other, and super weapon powers grow as more players attach. After attaching, there's one pilot and each rider rotates fire via a 360-degree gun turret. Wield four super weapons, including the Hades Beam (kills everything in it’s path), the Gordon Burst (EMP pulse that kills all bullets and short circuits enemies), the Arcus Missile (heat-seeking missiles), and Lambda Shield (allows bullets to be deflected and used against the enemies). [Microsoft]",58,Mixed or average reviews,1,3,3,7.0,Mixed or average reviews,18,21,4
Afro Samurai,Xbox 360,"['Namco Bandai Games America', 'Namco Bandai Games']","Namco Bandai Games America, Namco Bandai Games","['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D', '3D']",M,"Jan 27, 2009",['PlayStation 3'],No Online Multiplayer,"Follow Afro Samurai as he fights to become the number one warrior, a title currently held by Justice, the man who killed Afro’s father when he was a child.  The game follows the plot of the original series with added material and background for fans and new comers alike. Blood is beautiful in this hip hop infused action adventure as Samuel L. Jackson reprises his role as Afro and Ninja Ninja. A striking art style gives Afro Samurai a unique look and feel across animated open environments as he wages war against his adversaries to become number one. Using an innovative gameplay system, enemy AI is affected by the beat of the musical score overseen and inspired by RZA of Wu-Tang Clan fame and composed and produced by Howard Drossin. These dynamic battles ensure stylized encounters throughout the game that affect the overall tone of gameplay.  Slice and dismember opponents as Afro acrobatically leaps from one location to the next, interacting with anything and everything in the environment to help him on his journey. [Namco Bandai Games]",65,Mixed or average reviews,17,48,5,6.2,Mixed or average reviews,24,24,16
After Burner Climax,Xbox 360,['Sega'],Sega AM2,"['Simulation', 'Flight', 'Modern Jet', 'Modern Jet', 'Combat']",E10+,"Apr 21, 2010","['iPhone/iPad', 'PlayStation 3']",,"[Xbox Live Arcade]  The classic arcade game After Burner has now returned for a new generation of gamers. After Burner Climax is fast and frantic action, putting you in the cockpit of the world’s fastest fighter plane. Dodge planes, rockets and bullets while trying to target multiple on-screen enemy aircraft. Built for all skill levels, everyone will be able to take to the air and blaze through a branching storyline and over 20 stages. Unlock achievements along the way to unlock exclusive Avatar Awards using your experience and expertise. [Sega]",72,Mixed or average reviews,16,14,1,9.7,Universal acclaim,943,4,34
Age of Booty,Xbox 360,['Capcom'],Certain Affinity,"['Strategy', 'Miscellaneous', 'Real-Time', 'Party', 'General', 'Fantasy']",E,"Oct 15, 2008","['PC', 'PlayStation 3']",8  Online,"[Xbox Live Arcade]  Set in the swashbuckling era, Age of Booty is a casual real-time multiplayer strategy game that puts players at the helm of their own pirate ship with the goal of sending your enemies to the briny deep, and looting and capturing towns for your pirate faction. In Age of Booty, players team up with other online players or AI-controlled pirate ships to raid, pillage, sink, and destroy their way to dominance on the high seas. Spoils of war and booty are used to upgrade and customize pirate ships to make them even more deadly as players take on 25 unique challenges and seven of the most devious Pirate Alliances on the high seas. Gain notoriety and fame by climbing the online leader boards. Create and share custom maps using the intuitive map creation system. Single player and multiplayer real-time action strategy from Certain Affinity, lead by Max Hoberman, designer of Halo 2 and 3's multiplayer game. Raid villages, sink merchants, seize towns, steal gold, upgrade your pirate ship and use your guns and your wits to send your foes to the briny deep. Master twenty-five unique multiplayer maps or create your own and share them with your friends. Up to four players on one console, up to eight players over LAN or the Internet. Tons of customizable options that allow you to tune the game to meet your taste. [Capcom]",76,Generally favorable reviews,14,6,0,7.2,Mixed or average reviews,17,7,4
Air Band,Xbox 360,['Microsoft Game Studios'],Relentless Software,"['Miscellaneous', 'Rhythm', 'Music', 'Music']",E,"Aug 22, 2011",,,"About five minutes of ""Haha, look at that"" and then you can put it down. It's not intended to be anything more than a cheaply made 'app'...and it definitely isn't.",0,No score yet,0,0,0,tbd,No user score yet,0,0,2
Air Conflicts: Secret Wars,Xbox 360,['Kalypso'],Games Farm,"['Simulation', 'Flight', 'WWII', 'WWII', 'Combat']",T,"Sep 28, 2011","['PC', 'PlayStation 3', 'PlayStation 4', 'Switch']",Up to 8,"In Air Conflicts: Secret Wars players can relive the most famous battles of the First and Second World War right up close. The game provides plenty of variety, as players can fly 16 meticulously detailed and accurate aircraft in nearly 50 exciting missions in the seven campaigns. The mission tasks are diverse and range from air space clearance operations to the bombardment of targets on the ground, attacks on enemy convoys and reconnaissance, escort and patrol flights. After each successful mission players can upgrade their skills to enable them to control their aircraft more expertly, make their aircraft more robust and select better co-pilots. There are two control modes for the combat aircraft: the controls are simplified in arcade mode and simulation mode offers a realistic control system that is true to the original. Besides the solo campaigns, Air Conflicts: Secret Wars can also offer several multiplayer modes for up to eight players that can be played on a local network and over the Internet.",61,Mixed or average reviews,2,11,1,tbd,No user score yet,0,1,1
Air Conflicts: Vietnam,Xbox 360,['Kalypso'],"bitComposer Games, bitComposer","['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,"Oct 15, 2013","['PC', 'PlayStation 3']",,"Air Conflicts: Vietnam offers the popular combination of flight simulation and arcade gameplay. In the course of the game, the player controls over 20 accurately simulated fighter jets and helicopters from the Vietnam War era. In certain missions, the player has to leave the pilots seat temporarily to operate the guns and defend against attacks. If several fighter jets take part in a mission, the player can equip and upgrade them individually, as well as control the entire squadron. Air Conflicts: Vietnam offers a variety of missions and a compelling story set against the background of one of the best-known and most controversial wars in modern history.",0,No score yet,0,0,2,tbd,No user score yet,0,1,1
AirMech Arena,Xbox 360,['Ubisoft'],Carbon Games,"['Simulation', 'Sci-Fi', 'Vehicle', 'Mech', 'Combat']",E10+,"Jul 30, 2014","['PlayStation 4', 'Xbox One']",,"AirMech puts you directly in command of a powerful transforming robot to dominate the battlefield. From the air, build and position your units anywhere you want. Then instantly transform into robot mode and fight alongside them.Level up to unlock new AirMechs and Units, customizing your army to suit your unique play style.",73,Mixed or average reviews,3,1,0,7.8,Generally favorable reviews,23,2,5
Akai Katana,Xbox 360,['Rising Star Games'],Cave,"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",T,"May 15, 2012",,No Online Multiplayer,"Unleash the power of the Blood Katana The Empires war has ravaged the world and the people are suffering in its relentless pursuit of domination using the feared Blood Katanas. The sacrifices have been great, their deaths giving power to these blades. Do you have the strength to lead a small band of rebels to victory in the face of overwhelming odds?",75,Generally favorable reviews,11,6,0,8.1,Generally favorable reviews,22,4,2
Alan Wake,Xbox 360,['Microsoft Game Studios'],Remedy Entertainment,"['Action Adventure', 'Modern', 'Horror', 'Horror', 'Survival']",T,"May 18, 2010",['PC'],No Online Multiplayer,"Alan Wake is a psychological action thriller, a unique new take in the world of gaming. The game is set in an idyllic all-American small town and its surroundings in the state of Washington. Alan Wake, the game's protagonist, is a bestselling horror writer, who writes a novel about his darkest nightmares. In the game, those nightmares come true. As with Remedy's previous games, story and atmosphere are fundamental elements. The game features a massive, open world for the players to explore. The game design is mission based with the player as the driving force behing the action, and as with their previous games, Remedy again focuses completely on delivering the best possible single player experience. The use of light is a significant gameplay element. Remedy has developed proprietary new technology to support the gameplay of the title and to push the high definition visuals to the next level. [Remedy]",83,Generally favorable reviews,87,13,0,8.2,Generally favorable reviews,"1,126",162,124
Alan Wake's American Nightmare,Xbox 360,['Microsoft Game Studios'],Remedy Entertainment,"['Action Adventure', 'Modern', 'General', 'Modern', 'Linear']",T,"Feb 22, 2012",['PC'],No Online Multiplayer,"After the events of Alan Wake, our eponymous hero finds himself embroiled in a new adventure in Arizona, where his own words again hold the key to defeating his evil twin, the malevolent Mr. Scratch, who spreads darkness where he goes. Now more experienced at dealing with the weird and horrific, Wake is determined to turn the tide. [Microsoft]",76,Generally favorable reviews,48,24,0,7.6,Generally favorable reviews,114,38,23
