title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Thief: Deadly Shadows,Xbox,['Eidos Interactive'],Ion Storm,"['Action Adventure', 'Fantasy']",M,25-May-04,['PC'],1 Player,"You are Garret, the master thief who's rarely seen and never caught. In the effort to stop the Dark Age from coming, you must steal the City's oldest treasures. The path to these treasures requires you to sneak past guards, pick locks, and break into secured residences. It's best to avoid the armed guards, hired muscle, angry thugs, and hideous monsters that populate the streets. You'll have many thief tools to help you skulk around the shadows; in case that doesn't work, you'll have plenty of weapons to defend yourself.",82,Generally favorable reviews,52,9,0,7.2,Mixed or average reviews,10,0,4
Thrillville,Xbox,['LucasArts'],Frontier Developments,"['Strategy', 'General']",E10+,21-Nov-06,['PlayStation 2'],4-Jan,"Thrillville allows gamers of all ages to easily build and customize the coaster of your dreams. Gone are the days of the complex PC techniques used in other coaster games. Rather, Thrillville's easy to use building mode has been designed specifically for the console platforms and makes building all 75-plus rides from wooden, corkscrew and inverted coasters to merry go rounds, trains and carnival rides, easy, and most importantly, fun. Imagination is the only height limit with Thrillville, where the fun ranges from racing on go-kart tracks you put together and playing mini-golf on courses you designed to joining friends for dozens of four-player party games, from bumper cars to arcade shoot-'em-ups. You can also tour the park on foot - a first for theme-park titles - chatting and joking with all the guests to help them out and make sure they're enjoying themselves.",71,Mixed or average reviews,10,5,1,1.8,Overwhelming dislike,3,4,23
Tiger Woods PGA Tour 06,Xbox,['EA Sports'],EA Sports,"['Sports', 'Traditional', 'Golf', 'Sim']",E,20-Sep-05,"['PC', 'PlayStation 2', 'Xbox 360']",4  Online,"Tiger Woods 06 pits you against Tiger Woods in a battle to be the best golfer of all time. You can play golf greats in their own eras on their terms to prove that you are the best ever. Tiger Woods 06 includes greater shot control and a ""gamebreaker"" meter that models the momentum of professional golf competition. You can play on 15 courses, both licensed and fantastical. ""Game face"" features return to let you customize a character and take him or her through an entire 52-week PGA season. Tiger Woods 06 also adds more multiplayer modes and capabilities.",81,Generally favorable reviews,24,6,0,5.1,Mixed or average reviews,5,0,6
Tiger Woods PGA Tour 07,Xbox,['EA Sports'],EA Redwood Shores,"['Sports', 'Traditional', 'Golf', 'Sim']",E,10-Oct-06,"['PC', 'PlayStation 2', 'PlayStation 3', 'Xbox 360']",4  Online,"Tiger Woods Comes Alive -- See and feel every emotion in complete detail with the introduction of all-new Universal Capture (UCAP) technology. Play Under Pressure -- With bigger galleries, mass crowd movement from hole to hole, and cheers from nearby greens, all eyes are on you in tournament play. Enhanced Career Mode -- From working on your driving to mastering your putting skills, craft your game with training challenges in the Practice Facility, then take on the world's best golfers on the World Tour. All-New Championship Courses -- The course content doubles with the addition of new licensed courses, including Firestone Country Club, Glen Abbey, Princeville, Spyglass Hill, St Andrews, and Bandon Dunes. The game features 15 of the world's top players, including Tiger Woods, John Daly, Vijay Singh, Ian Poulter, Michael Campbell, and Annika Sorenstam, the most decorated golfer on the LPGA Tour. Show Your GameFace -- The innovative character creation tool is revamped with deeper modifications, more apparel, equipment licenses, and specialty items. Challenge up to three players in five new game modes, or play in online tournaments complete with money lists, full stat tracking, league leaders, and more. More Game Modes -- Work on your game or take on a friend in Match Play, Battle Golf, 21, OneBall, and more.",81,Generally favorable reviews,19,2,0,6.8,Mixed or average reviews,3,2,1
Tiger Woods PGA Tour 2003,Xbox,['Electronic Arts'],EA Sports,"['Sports', 'Traditional', 'Golf', 'Sim']",E,27-Oct-02,"['PC', 'PlayStation 2']",4-Jan,"From towering drives to picture-perfect putts, the essence of golf has been captured in Tiger Woods PGA Tour 2003.  The game features plenty of challenging courses such as Pebble Beach Golf Links and Royal Birkdale.  Plus, you can choose from a variety of professional golfers, each with their own strengths and weaknesses.  Hit the course as Tiger Woods or put your skills up against his in a one-on-one showdown, but either way, be prepared to bring your best game.",88,Generally favorable reviews,14,0,0,6.9,Mixed or average reviews,8,0,3
Tiger Woods PGA Tour 2004,Xbox,['EA Sports'],EA Sports,"['Sports', 'Traditional', 'Golf', 'Sim']",E,22-Sep-03,"['PC', 'PlayStation 2']",4-Jan,"While professional golfer Tiger Woods has no equal on the PGA Tour, you now have the chance to build a golfer that's even better. Take your custom golfer through the trials and tribulations of all the courses in Tiger Woods PGA Tour 2004, earning cash to spend on new digs and advanced equipment. Use the analog stick to shape any shot type such as the flop or punch. Go head-to-head against the computer, a friend, or an online player with PS2's network adapter. With all the top competition on some of the most famous fairways and greens ever, this is the one of the most complete golf experiences yet.",89,Generally favorable reviews,17,1,0,7.2,Mixed or average reviews,13,0,4
Tiger Woods PGA Tour 2005,Xbox,['EA Sports'],EA Sports,"['Sports', 'Traditional', 'Golf', 'Sim']",E,20-Sep-04,"['PC', 'PlayStation 2']",4  Online,"Challenge professional golfer Tiger Woods to challenging matches in Tiger Woods PGA Tour 2005. This time, you can modify course dynamics and add longer trees, tighter fairways, undulations to greens, deeper bunkers, and more. The game's EA Sports Game Face features nonproportional bone scaling and texture blending to provide more realistic looks. After creating your own golfer and making a name for yourself, unlock the chance to tee off against some of golf's greatest legends, including Arnold Palmer, Jack Nicklaus, and Ben Hogan.",88,Generally favorable reviews,26,0,0,7.4,Mixed or average reviews,11,3,3
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Xbox,['Buena Vista Games'],Capcom,"['Action Adventure', 'Horror']",E10+,10-Oct-05,['PlayStation 2'],1 Player,"Based on the animated movie, Tim Burton's The Nightmare Before Christmas: Oogie's Revenge continues the story of Jack Skellington, Oogie Boogie, and other familiar favorites. In the game, you'll assume the role of Jack Skellington, the Pumpkin King of Halloween Town, who must help reclaim the town from the mischievous Oogie Boogie and his henchmen. Jack has a variety of attack options, including his trusty ""rubber soul"" attack, and real-time costume changes.",65,Mixed or average reviews,4,15,0,7.9,Generally favorable reviews,6,1,1
TimeSplitters 2,Xbox,['Eidos Interactive'],Free Radical Design,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",T,17-Oct-02,['PlayStation 2'],4-Jan,"The evil race of TimeSplitters is traveling back into human history authoring events that are leading to the enslavement of mankind. In control of a motley crew of renegade characters, you must hunt down the TimeSplitters in historical eras like the gangster-ridden 1920s, the lush jungles of Aztec temples, soviet military installations of the Cold War, and futuristic robot factories in space. To end their evil plot, seek and recover the crystals required to seal the rift in time.",88,Generally favorable reviews,18,2,0,7.5,Generally favorable reviews,29,5,7
TimeSplitters: Future Perfect,Xbox,['EA Games'],Free Radical Design,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",M,21-Mar-05,['PlayStation 2'],16  Online,"In TimeSplitters: Future Perfect, humanity is on the brink of destruction by the evil TimeSplitters. With the help of some familiar faces, Cortez--the tough hero from previous installments--must chase a mystery foe across different time periods to trace the origins of the TimeSplitters. As Cortez, you'll have access to weapons, gadgets, characters, and environments that are unique to each time period. You can also correct the mistakes made in the past or team up with past and future versions of yourself in battles.",83,Generally favorable reviews,51,3,0,8.7,Generally favorable reviews,40,2,4
TMNT: Mutant Melee,Xbox,['Konami'],Konami Computer Entertainment Hawaii,"['Action', 'Fighting', '3D']",T,15-Mar-05,['PC'],2  Online,"The Teenage Mutant Ninja Turtles return in their first party game experience. Gather your friends to join you in a variety of minigames and adventures that feature more than 20 playable characters, including all four turtles, Casey Jones, April O'Neil, Master Splinter, and even the evil Shredder. TMNT Mutant Melee features two modes--adventure story and melee match--which are playable either solo or with up to three other players. In each mode, you can collect tokens to unlock additional content.",43,Generally unfavorable reviews,0,5,8,6.3,Mixed or average reviews,3,2,2
TOCA Race Driver 2,Xbox,['Codemasters'],Codemasters,"['Driving', 'General']",T,13-Apr-04,"['PC', 'PlayStation 2']",12-Jan,"No more switching games to experience different types of racing; TOCA Race Driver 2 features 15 different motor racing styles, including Street Racing, Rally Cross, and Super Trucks. The game's 31 licensed and fictional global race locations offer 48 tracks, including Hockenheim from the German DTM series and Surfers Paradise from the Australian V8 series. Ride in a variety of cars such as Ford GT, Aston Martin Vanquish, and Nissan Skyline, and battle for position against 21 cars on the track.",0,No score yet,2,0,0,8.3,Generally favorable reviews,5,0,1
TOCA Race Driver 3,Xbox,['Codemasters'],Codemasters,"['Driving', 'General']",E10+,22-Feb-06,,12  Online,"The TOCA racing series returns for a third go with numerous improvements over its predecessors. TOCA Race Driver 3 features upgraded artificial intelligence, a spectator mode, rivalries, and 35 racing styles. There are more than 80 cars to choose from, each with finely tuned performance variables. You can progress across all disciplines or specialize in one of the six, including touring, GT, and rally. TOCA Race Driver 3 is also online-compatible, letting you challenge other gamers around the globe.",84,Generally favorable reviews,22,3,0,8,Generally favorable reviews,5,0,1
ToeJam & Earl III: Mission to Earth,Xbox,['Sega'],ToeJam & Earl Productions,"['Action Adventure', 'Fantasy']",T,23-Oct-02,,2-Jan,"The alien duo is back in an all-new adventure. In ToeJam & Earl III: Mission to Earth, ToeJam, Big Earl, and their new friend, Latisha, embark on a mission to retrieve the 12 sacred Albums of Funk, stolen by the inhabitantats of Earth. Across expansive environments, you must guide this group toward a showdown with the evil Anti-Funk. You'll collect a wide variety of power-ups, take on dangerous side quests, and double-team the clueless Earthlings in style.",71,Mixed or average reviews,9,15,0,6.9,Mixed or average reviews,9,1,4
Tom & Jerry in War of the Whiskers,Xbox,['NewKidCo'],VIS Entertainment,"['Action', 'General']",T,6-Dec-03,['PlayStation 2'],4-Jan,"Throw a cat, mouse, and more than 75 weapons in the same room and you're sure to have a war. Tom & Jerry: War of the Whiskers lets you choose from nine different characters, including Jerry the mouse and his feline nemesis Tom. You then duke it out in 11 destructible environments--battlefields which range from a twisted laboratory to an unstable construction site. Each character has their own strengths, weaknesses, and moves, but skillful use of weaponry can quickly turn a match in one's favor.",0,No score yet,0,1,1,9,Universal acclaim,3,1,0
Tom Clancy's Classic Trilogy,Xbox,['Ubisoft'],Ubisoft,"['Miscellaneous', 'Compilation']",M,16-Nov-04,,16  Online,"This package includes three Xbox games from the Tom Clancy series: Splinter Cell, Ghost Recon, and Rainbow Six 3. Now you can infiltrate bases and eliminate terrorists in a variety of gameplay scenarios and perspectives. Suit up with the latest classified field operative gear and weapons as you travel through diverse mission objectives.",0,No score yet,1,0,0,tbd,No user score yet,2,0,1
Tom Clancy's Ghost Recon,Xbox,['Ubisoft'],Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,11-Nov-02,"['PC', 'PlayStation 2']",16-Jan,"When new leaders in Russia attempt to rebuild the Iron Curtain, war escalates, casualties mount, hostages are taken, and the Ghosts are sent in.  Take a highly skilled Ghost team through a series of missions that range from demolitions to search-and-rescue and all-out firefights for survival.  You can carry dozens of standard and special-issue weapons such as the M16A2, the M4 carbine, and the fearsome and deadly OICW.  Bring a friend into the firefight in split-screen multiplayer mode.  Your team--and the world--is counting on you.",84,Generally favorable reviews,28,1,0,5.6,Mixed or average reviews,15,3,13
Tom Clancy's Ghost Recon 2,Xbox,['Ubisoft'],Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,16-Nov-04,"['PlayStation 2', 'Xbox 360']",16  Online,"The Xbox version of Tom Clancy's Ghost Recon 2 is a sequel to the PS2 version (which is set in 2007), and it features its own storyline, level design, and cinematic sequences. Once again, you must lead a team of Special Forces operatives (the ""ghosts"") on a variety of dangerous missions. Equip your team with advanced weapons and gadgets, and then fight alongside them in East Asia. The game also supports online multiplayer matches, in both competitive and cooperative modes.",80,Generally favorable reviews,43,10,0,8.6,Generally favorable reviews,53,3,6
Tom Clancy's Ghost Recon 2 Summit Strike,Xbox,['Ubisoft'],Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,2-Aug-05,,16  Online,"This expansion pack enhances the gameplay of Tom Clancy's Ghost Recon 2 and offers you more maps, missions, and weapons. It also brings an exciting new 11-mission single-player campaign and expanded multiplayer content.Follow the Ghosts as they work in concert with a Kazakh military specialist to track down an evil Pakistani warlord and arms dealer!",84,Generally favorable reviews,38,2,0,7,Mixed or average reviews,25,1,10
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,['Ubisoft'],Ubisoft Shanghai,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,9-Mar-06,['PlayStation 2'],16  Online,"In Tom Clancy's Ghost Recon Advanced Warfighter you can play as a Ghost, the best trained and equipped soldier the US Army has to offer. The year is 2013 and an insurgency has broken out in Mexico City, and it is your job to infiltrate the city and attempt to restore order. You will need to rely on your superior equipment, weaponry, and training to succeed against a larger force of enemies. Ghost Recon Advanced Warfighter also features both cooperative and competitive multiplayer.",66,Mixed or average reviews,4,10,0,5.6,Mixed or average reviews,15,2,12
Tom Clancy's Ghost Recon: Island Thunder,Xbox,['Ubisoft'],Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,6-Aug-03,['PC'],16-Jan,"Ghost Recon just got an all-new jungle warfare experience.  In Tom Clancy's Ghost Recon: Island Thunder, you lead an elite team of U.S. Army Green Berets in a mission to stop a drug-funded warlord from sabotaging Cuba's free elections.  Island Thunder takes you deep into the heart of Cuba with eight missions, plus five desert missions you can download via Xbox Live.  Compete in 12 expansive maps against your friends on split-screen multiplayer, system link, and enhanced Xbox Live play.",81,Generally favorable reviews,26,7,0,7.8,Generally favorable reviews,13,3,2
Tom Clancy's Rainbow Six 3,Xbox,['Ubisoft'],Ubisoft,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,14-Mar-03,['PlayStation 2'],16-Jan,"As terrorist attacks against the United States and Venezuela escalate, you are in charge of leading the last line of defense: Rainbow.  In Rainbow Six 3, you will lead this top-secret task force dedicated to combating terrorism in all its forms.  Your team consists of the best field operatives--equipped with an arsenal of no fewer than 30 weapons--that the United Nations has to offer.  Tackle all 14 worldwide missions in single-player or match wits and words against 15 other players online, with full headset support.  You may be the last hope in the war against terror.",86,Generally favorable reviews,36,3,0,8.4,Generally favorable reviews,26,5,3
Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,4-Aug-04,,16-Jan,"A series of attempts to kidnap telemetry and rocket scientists pulls Team Rainbow into a spider web of international intrigue. Team Rainbow must stop terrorists from developing weapons of mass destruction and prevent them from starting a devastating war. Guide Team Rainbow through a new campaign set in Mediterranean and Eastern European level environments, while gathering new weapons and other equipment. Tom Clancy's Rainbow Six 3: Black Arrow also features new multiplayer game modes for both online and offline play.",84,Generally favorable reviews,52,3,0,7.9,Generally favorable reviews,10,5,1
Tom Clancy's Rainbow Six Critical Hour,Xbox,['Ubisoft'],Ubisoft Quebec,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,14-Mar-06,,16  Online,"This latest chapter marks the return to the franchise's roots by reintroducing the deeply strategic and tactical gameplay synonymous with the Rainbow Six name, while incorporating classic in-game elements such as vintage maps and weapons, all rebuilt using today's technology. Rainbow Six Critical Hour's storyline bids on nostalgia as John Clark retires and passes the torch to Ding Chavez. Chosen by fans, eight single-player missions from the original Rainbow Six and Rogue Spear games return, revamped with today's technology. Return to tactical gameplay: Through slower pacing and an enhanced combat model, strategic planning is the central element of gameplay. Advanced combat model: Choose your steps wisely as your actions could mean the difference between life and death. Weapon accuracy is affected by in-game maneuvers and events such as running, crouching, standing still or firing while injured. Rainbow Six Critical Hour comes equipped with a superior multiplayer experience, including the revolutionary Persistent Elite Creation (P.E.C.) mode, as well as the new and innovative Assassin and Free-for-All modes. Close-quarter battles: Maps in narrow corridors with non-linear level design challenge even the most tactical of gamers, increasing the importance of the infamous one-shot kill. From Idaho to Venice, Mexico City to Siberia, team Rainbow travels the world to serve and protect the innocent from terrorist threats.",54,Mixed or average reviews,0,7,3,3.6,Generally unfavorable reviews,4,1,9
Tom Clancy's Rainbow Six: Lockdown,Xbox,['Ubisoft'],"Red Storm Entertainment, Ubisoft Montreal","['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",M,6-Sep-05,"['PC', 'PlayStation 2']",16  Online,"The next installment in the Rainbow Six series introduces a new single-player experience featuring advanced equipment and new storylines. This time, you can play as either Ding Chavez (the leader of Team Rainbow) or Dieter Weber (a sniper in charge of covering his team's movement). You must lead your counterterrorist unit into unfamiliar territory to battle a bioterrorist threat. Rainbow Six 3 also features online multiplayer modes, including the PS2-exclusive rivalry mode and the Xbox-exclusive career mode.",74,Mixed or average reviews,22,17,0,6.6,Mixed or average reviews,17,1,10
Tom Clancy's Splinter Cell,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action Adventure', 'Modern']",T,17-Nov-02,"['PC', 'PlayStation 2', 'PlayStation 3', 'Xbox 360']",1 Player,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace.  In Tom Clancy's Splinter Cell, you are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon.  Suit up with the latest classified field operative gear and weapons as you travel through diverse mission objectives.  The world's future is in your hands, as cyber terrorism and international tensions are about to explode into WWIII.",93,Universal acclaim,46,0,0,8.6,Generally favorable reviews,128,16,9
Tom Clancy's Splinter Cell Chaos Theory,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action Adventure', 'Modern']",M,28-Mar-05,,4  Online,"As Sam Fisher, Third Echelon's most skilled Splinter Cell operative, you are assigned to execute a hazardous series of operations to investigate and eliminate a new source of information attacks originating in North Korea. At your disposal is a lethal array of tactics ranging from Combat Knife techniques to experimental prototype weapons skills and more-radical hand-to-hand techniques such as the Inverted Chokehold. Experience the intensity of acting as a lone operative fighting tomorrow's threats in the field and of cooperating online with a partner to accomplish crucial missions.",94,Universal acclaim,70,0,0,9.1,Universal acclaim,207,11,13
Tom Clancy's Splinter Cell Double Agent,Xbox,['Ubisoft'],Ubisoft Shanghai,"['Action Adventure', 'Modern']",M,24-Oct-06,,6  Online,"Veteran agent Sam Fisher is back. But he's never faced an enemy like this before. To stop a devastating terrorist attack, he must infiltrate a vicious terrorist group and destroy it from within. For the first time ever, experience the relentless tension and gut-wrenching dilemmas of life as a double agent. As you infiltrate a terrorist organization in its American headquarters, you must carefully weigh the consequences of your actions. Kill too many criminals and you'll blow your cover. Hesitate too long and millions will die. Do whatever it takes to complete your mission, but get out alive.",89,Generally favorable reviews,13,0,0,8.2,Generally favorable reviews,29,3,3
Tom Clancy's Splinter Cell Pandora Tomorrow,Xbox,['Ubisoft'],Ubisoft Shanghai,"['Action Adventure', 'Modern']",T,23-Mar-04,"['PC', 'PlayStation 3', 'Xbox 360']",4-Jan,"Tom Clancy's Splinter Cell: Pandora Tomorrow, the sequel to the stealth-action game Splinter Cell, once again casts you in the role of Sam Fisher, who is sent in to destroy top-secret documentation held in the embassy of militia leader Suhadi Sadono.  Use all-new moves and prototype gear to infiltrate buildings and spare the hostages.  This time, you can take your games of espionage against three other players in online multiplayer mode, in which you choose to play as either a mercenary or spy.  You've got the moves and the gear, now put them to use.",93,Universal acclaim,74,0,0,8.6,Generally favorable reviews,81,15,4
Tomb Raider: Legend,Xbox,['Eidos Interactive'],Crystal Dynamics,"['Action Adventure', 'Modern']",T,11-Apr-06,"['PC', 'PlayStation 2', 'Xbox 360']",1 Player,"Tomb Raider: Legend revives the athletic, intelligent and entertaining adventurer who won the hearts and minds of gamers worldwide. Lara comes alive with intricately animated expressions, moves and abilities. An arsenal of modern equipment, such as a magnetic grappling device, binoculars, frag grenades, personal lighting device and communications equipment, allows gamers to experience tomb raiding as never before. Eidos and Crystal Dynamics shaped Lara's look and movements to be an inherent extension of her skills, motivation and personality. Lara's character model features natural structure, realistic textures, detailed facial features, reactive eyes and fluid motion, all of which make her part of a living environment. New character animations and controls allow her to move through stunning environments with grace and precision, while an understanding of the game's original appeal reinvigorates the fundamental explore-and-solve adventure experience.",82,Generally favorable reviews,37,3,0,7.1,Mixed or average reviews,10,4,3
Tony Hawk's American Wasteland,Xbox,['Activision'],Neversoft Entertainment,"['Sports', 'Alternative', 'Skateboarding']",T,18-Oct-05,"['PC', 'PlayStation 2', 'Xbox 360']",2-Jan,Now you can cruise through LA without loading levels or stopping gameplay in Tony Hawk's American Wasteland. You can skate or BMX through a new story mode that takes you through all-new skate areas using tricks that have never appeared in previous Tony Hawk games. The cash that you earn can be used to customize your equipment and your skater by going to tattoo parlors and skate shops. Tony Hawk's American Wasteland also includes a classic mode that features classic Tony Hawk Pro Skater maps and objectives.,77,Generally favorable reviews,29,10,1,7.3,Mixed or average reviews,10,3,3
Tony Hawk's Pro Skater 2x,Xbox,['Activision'],Treyarch,"['Sports', 'Alternative', 'Skateboarding']",T,14-Nov-01,,4-Jan,"Tony Hawk's Pro Skater 2x was designed to take full advantage of the technical capabilities of Xbox. The game features the franchise's signature gameplay, intuitive controls, all of the levels from both Tony Hawk's Pro Skater 2 and the original Tony Hawk's Pro Skater, in addition to more populated environments, brand new levels, realistic special effects and smoother lifelike animations. The inclusion of system link gameplay brings the skateboarding experience to life.",78,Generally favorable reviews,19,5,0,7.1,Mixed or average reviews,6,1,3
Tony Hawk's Pro Skater 3,Xbox,['Activision'],Neversoft Entertainment,"['Sports', 'Alternative', 'Skateboarding']",T,4-Mar-02,"['PC', 'PlayStation 2']",4-Jan,"You may not be able to live like the legend, but now you can skate like him.  Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen.  Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor.  Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals.  New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual.  If you're good, you can even unlock hidden pro footage.",93,Universal acclaim,22,0,0,7.2,Mixed or average reviews,17,3,5
Tony Hawk's Pro Skater 4,Xbox,['Activision'],Neversoft Entertainment,"['Sports', 'Alternative', 'Skateboarding']",T,23-Oct-02,,2-Jan,"Drop into the ultimate challenge.  In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back.  Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game.  Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.",90,Universal acclaim,24,1,0,8,Generally favorable reviews,16,2,3
Tony Hawk's Project 8,Xbox,['Activision'],Shaba Games,"['Sports', 'Alternative', 'Skateboarding']",T,7-Nov-06,"['PlayStation 2', 'PlayStation 3', 'Xbox 360']",2-Jan,"Reengineered from the ground up, Tony Hawk's Project 8 immerses players in the definitive skateboarding experience using ultra-realistic graphics, enhanced physics and responsive controls that simulate the feeling of skating with every trick and bail. The game challenges players to experience the intensity and pressure of skating against some of the world's top pros in true to life competitions as they aim to become the #1 skater.",67,Mixed or average reviews,3,8,0,4.8,Generally unfavorable reviews,2,1,2
Tony Hawk's Underground,Xbox,['Activision'],Neversoft Entertainment,"['Sports', 'Alternative', 'Skateboarding']",T,27-Oct-03,['PlayStation 2'],2-Jan,"Get ready for a major new step for the Tony Hawk series.  Tony Hawk's Underground tweaks the gameplay of previous installments to include a plot-twisting story, customizable tricks and decks, online play, and the ability to include your own mug shot on your custom player.  Of course, you can also play as any one of pro skating's biggest stars including Tony Hawk, Bob Burnquist, and Elissa Steamer.  Ride, walk, or drive through nine expansive levels then test your skills against other gamers online.  Become a star of the Underground.",85,Generally favorable reviews,28,5,0,8.2,Generally favorable reviews,29,0,5
Tony Hawk's Underground 2,Xbox,['Activision'],Neversoft Entertainment,"['Sports', 'Alternative', 'Skateboarding']",T,4-Oct-04,,2-Jan,"You've been chosen by Tony Hawk to compete against Bam Margera's team in the World Destruction Tour. In an all-new storyline, Tony Hawk's Underground 2 takes you to skateparks around the world, where you can spray your custom tag, slap stickers, and even create new skate lines. Now you can play as yourself, as your teammates, or as more than 20 special skaters. If you're feeling nostalgic for older Tony Hawk games, you can try Classic mode, which challenges you to accomplish your favorite goals, such as Secret Tape and High Score.",83,Generally favorable reviews,48,7,0,7.4,Mixed or average reviews,11,2,3
Top Gear RPM Tuning,Xbox,['Kemco'],Babylon Software,"['Driving', 'Racing', 'GT / Street']",T,16-Feb-05,,2-Jan,"Now you can immerse yourself in the street racing culture with Top Gear RPM Tuning. Select a vehicle, and then start the customization process...from the spoilers and hood to the color and decals. Next, take your car to the streets to see how it compares to the competition. The game features multiple modes, such as adventure and wager. In adventure mode, you can watch more than 56 cutscenes while racing to the forefront of the street racing scene. In wager mode, you can accumulate money for further customizations.",45,Generally unfavorable reviews,1,3,6,6.4,Mixed or average reviews,3,0,2
Top Spin,Xbox,['Microsoft Game Studios'],Pam Development,"['Sports', 'Traditional', 'Tennis']",E,28-Oct-03,['PlayStation 2'],4-Jan,"Top Spin is the complete tennis experience. Define your tennis playing style, take risks, pull off world-class shots, and work the crowd to develop a unique image on the court. You can also train with a coach, to master shots and playing surfaces and work your way up the online rankings to become the best in the world. Top Spin offers singles or doubles matches with 16 of the world's top professionals, including cover athletes Anna Kournikova and the world's number-one player, Lleyton Hewitt.",89,Generally favorable reviews,43,1,0,7.9,Generally favorable reviews,25,9,3
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,Xbox,['2K Sports'],49Games,"['Sports', 'Olympic Sports']",E,24-Jan-06,['PlayStation 2'],4-Jan,"In the spirit of the winter Olympics, Torino '06 Olympic Games lets you compete in 15 different events. The game includes such disciplines as bobsledding, figure skating, cross-country skiing, hockey, and biathlon. Up to four players can compete for Olympic glory through head-to-head or sequential gameplay.",36,Generally unfavorable reviews,0,6,20,tbd,No user score yet,2,0,0
Tork: Prehistoric Punk,Xbox,['Ubisoft'],Tiwak,"['Action', 'Platformer', '3D']",E,12-Jan-05,,1 Player,"Not even time can stand in the way of Tork. This cave boy must travel through time to find those responsible for kidnapping his father and destroying his village. Not your ordinary hero, Tork can change into three spirit animals: a yeti, an armadillo, or a flying squirrel. As Tork, you must face dinosaurs, gargoyles, robots, and more as you fight your way from the Stone Age to the Age of Fantastical Machines. Dodge avalanches, volcanoes, and machines in a variety of fantastic environments.",62,Mixed or average reviews,3,17,1,6.2,Mixed or average reviews,3,0,3
Total Immersion Racing,Xbox,['Empire Interactive'],Razorworks Studios,"['Driving', 'Racing', 'GT / Street']",E,18-Nov-02,"['PC', 'PlayStation 2']",2-Jan,"Immerse yourself in a new racing experience that features the latest driving technology, real-world racetracks and cars, and challenging gameplay. In Total Immersion Racing, you'll start on a career path that brings you from the lowest ranks of racing all the way to the world championship. Get behind the wheel of one of 18 licensed cars, and race against drivers who have their own personalities, driving styles, memories, behaviors, and grudges to bear. If you upset the wrong opponent, don't be surprised if he responds many races later.",60,Mixed or average reviews,2,4,1,tbd,No user score yet,1,0,2
Total Overdose: A Gunslinger's Tale in Mexico,Xbox,['Eidos Interactive'],Deadline Games,"['Action', 'Shooter', 'Third-Person', 'Modern']",M,27-Sep-05,['PlayStation 2'],1 Player,"In Total Overdose: A Gunslinger's Tale in Mexico, you can play as two brothers who are searching for their father's killer. Plumb the depths of Mexican drug trade, fighting lowlifes from the coast of California to jungle hideouts in Mexico. You can use a large arsenal of weapons and vehicles to get your revenge. Total Overdose: A Gunslinger's Tale in Mexico also includes a combat and stunt system that offers you more points for killing with style.",71,Mixed or average reviews,13,13,2,8.1,Generally favorable reviews,27,4,5
